University,,State,CAE-CD,CAE-2Y,CAE-R,CAE-CO,Research Center,Security as CS,CS Curr Link,Security as SE,SE Curr Link,Security as IS,IS Curr Link,Security as IT,IT Curr Link,Security as (Computer)Engineering,CE Or E Curr Site,Dedicated Degree,Dedicated Degree Link,Security Department,Security Minor,Security Minor Site,Masters Program,Masters Curr Link,GenCyber,2017 CCDC Birth,2016 CCDC Birth,2015 CCDC Birth,2014 CCDC Birth,2013 CCDC Birth,2012 CCDC BIRTH,2011 CCDC BIRTH,2010 CCDC BiRTH,2009 CCDC Birth,2008 CCDC Birth,2007 CCDC Birth,2006 CCDC Birth,2005 CCDC Birth
University of Arkansas,http://www.uark.edu,Arkansas,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,http://catalog.uark.edu/undergraduatecatalog/collegesandschools/collegeofengineering/computerscienceandcomputerengineeringcsce/#courseinventory,FALSE,,FALSE,,FALSE,,TRUE,http://catalog.uark.edu/undergraduatecatalog/collegesandschools/collegeofengineering/computerscienceandcomputerengineeringcsce/#courseinventory,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of Arkansas at Little Rock,http://ualr.edu,Arkansas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,http://ualr.edu/computerscience/assure/information-assurance-programs/,TRUE,http://ualr.edu/computerscience/assure/information-assurance-programs/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"California State Polytechnic University, Pomona",http://www.cpp.edu,California,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,TRUE,https://www.cpp.edu/~cba/computer-information-systems/curriculum/index.shtml,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
California State University. Northridge,https://www.csun.edu/,California,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,TRUE,http://catalog.csun.edu/academics/comp/programs/bs-computer-information-technology/,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"California State University, Sacramento",http://www.ecs.csus.edu/csc/iac/,California,TRUE,FALSE,FALSE,FALSE,http://www.ecs.csus.edu/wcm/cias/,TRUE,http://www.ecs.csus.edu/wcm/cias/pdfs/1a-CAE%20CD%20Undergraduate%20Roadmap.pdf,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,http://www.ecs.csus.edu/wcm/cias/security%20minor.html,TRUE,http://www.ecs.csus.edu/wcm/cias/security minor.html,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"California State University, San Bernardino",http://www.csusb.edu,California,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,TRUE,http://ids.csusb.edu/documents/2016-2017IST-CyberSecurityRoadmap.pdf,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
National University,http://www.nu.edu,California,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,https://www.nu.edu/OurPrograms/SchoolOfEngineeringAndTechnology/ComputerScienceAndInformationSystems/Programs/BS-Cybersecurity.html,FALSE,FALSE,,TRUE,https://www.nu.edu/OurPrograms/SchoolOfEngineeringAndTechnology/ComputerScienceAndInformationSystems/Programs/Master-of-Science-in-Cyber-Security-and-Information-Assuranc.html,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Naval Postgraduate School,http://cisr.nps.edu/,California,TRUE,FALSE,TRUE,TRUE,https://my.nps.edu/web/cisr/,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,TRUE,http://www.nps.edu/Academics/GeneralCatalog/2529.htm#o2538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mt. San Antonio,http://www.mtsac.edu/,California,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
San Jose State University,http://www.sjsu.edu,California,TRUE,FALSE,FALSE,FALSE,http://www.sjsu.edu/cybersecurity/,TRUE,http://info.sjsu.edu/web-dbgen/catalog/departments/CS-section-3.html,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,TRUE,http://info.sjsu.edu/web-dbgen/catalog/departments/CMPE-section-9.html,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"University of California, Berkeley",http://www.berkeley.edu/,California,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"University of California, Davis",http://seclab.cs.ucdavis.edu/,California,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,http://www.cs.ucdavis.edu/undergraduate/major-tracks/,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"University of California, Irvine",http://sconce.ics.uci.edu/,California,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofcomputerscience/#majorstext,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of San Diego,http://sandiego.edu,California,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Colorado State University-Pueblo,http://www.csupueblo.edu,Colorado,TRUE,FALSE,FALSE,FALSE,http://ccsp.mines.edu/,FALSE,,FALSE,,TRUE,https://www.csupueblo.edu/hasan-school-of-business/_doc/cyber-defense-program.pdf,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Colorado Technical University,http://www.coloradotech.edu/,Colorado,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,TRUE,http://www.coloradotech.edu/degrees/bachelors/it/it-security,FALSE,,TRUE,http://www.coloradotech.edu/degrees/bachelors/cyber-security,FALSE,FALSE,,TRUE,http://www.coloradotech.edu/degrees/masters/homeland-security/cybersecurity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Regis University,http://www.regis.edu,Colorado,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,TRUE,http://www.regis.edu/CCIS/Academics/Degrees-Programs/Undergraduate-Programs/BS-Information-Technology.aspx,FALSE,,FALSE,,FALSE,FALSE,,TRUE,http://informationassurance.regis.edu/ia-programs/ms-ia/courses?cmgfrm=https%3A%2F%2Fwww.google.com%2F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
United States Air Force Academy,http://www.usafa.edu/df/dfcs/accr/,Colorado,TRUE,FALSE,FALSE,FALSE,https://www.usafa.edu/research/research-centers/academy-center-cyberspace-research/,TRUE,http://www.academyadmissions.com/wp-content/uploads/2012/05/Courses_ComputerScience.pdf,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,http://www.academyadmissions.com/wp-content/uploads/2014/10/Courses_Computer-and-Network-Security.pdf,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"University of Colorado, Colorado Springs",http://www.uccs.edu,Colorado,TRUE,FALSE,FALSE,FALSE,http://www.uccs.edu/cs/cyber-security/cyber-research-facility.html,TRUE,http://innovation.uccs.edu/prospective-students/bi-family-of-degrees/engineering/computer-security/,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,TRUE,http://www.uccs.edu/cs/academics/graduate-programs/master-of-engineering-focus-in-information-assurance.html,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of Denver,http://www.du.edu/,Colorado,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,http://bulletin.du.edu/undergraduate/majorsminorscoursedescriptions/traditionalbachelorsprogrammajorandminors/computerscience/#courseinventory,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,TRUE,http://universitycollege.du.edu/ict/degree/masters/information-systems-security-online/degreeid/402,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of Connecticut,http://c3.engr.uconn.edu,Connecticut,FALSE,FALSE,TRUE,FALSE,http://ccc.engr.uconn.edu/,TRUE,http://www.cse.uconn.edu/wp-content/uploads/2017/04/SelectionGuide_cs17-18.pdf,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of New Haven,http://newhaven.edu,Connecticut,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,TRUE,,,,,,,,,,,,,
University of Delaware,http://www.udel.edu/,Delaware,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,http://ece.udel.edu/undergraduate/csi.php,TRUE,http://www.ece.udel.edu/graduate/cybersecurity.html,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wilmington University,http://www.wilmu.edu/technology/cns.aspx,Delaware,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,http://www.wilmu.edu/technology/computer-network-security-curriculum.aspx,http://www.wilmu.edu/technology/computer-network-security-curriculum.aspx,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Georgetown University,http://georgetown.edu,District of Columbia,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The George Washington University,http://www.seas.gwu.edu/cybercorps,District of Columbia,FALSE,FALSE,TRUE,FALSE,http://www.cspri.seas.gwu.edu/,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,https://cps.gwu.edu/bachelor%E2%80%99s-degree-curriculum,https://cps.gwu.edu/bachelor%E2%80%99s-degree-curriculum,,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Daytona State College,http://www.daytonastate.edu,Florida,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,TRUE,https://www.daytonastate.edu/CollegeCatalog/ProgramGuide.aspx?major=3002&cat=CC17&major2no=2540,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Embry-Riddle Aeronautical University - Daytona Beach Campus,http://www.erau.edu/,Florida,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,http://catalog.erau.edu/prescott/security-intelligence/bachelors/cyber-intelligence-security/,TRUE,TRUE,http://catalog.erau.edu/prescott/academic-programs/minors/computer-security/,TRUE,http://daytonabeach.erau.edu/degrees/master/cybersecurity-engineering/index.html,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Florida A & M University,http://www.famu.edu/index.cfm?cis&FCSCIAAboutUs,Florida,TRUE,FALSE,FALSE,FALSE,http://new.famu.edu/cybercenter/research.html,FALSE,,FALSE,,FALSE,,TRUE,http://www.famu.edu/index.cfm?cis&InformationTechnology-Curriculum,,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Florida Atlantic University,http://www.fau.edu,Florida,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,http://www.ceecs.fau.edu/pdf/worksheet-cyber-security-cert.pdf,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,https://business.fau.edu/undergraduate/minors-certificates/minors/information-security/,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Florida Institute of Technology,http://www.fit.edu/,Florida,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,TRUE,http://web2.fit.edu/programs/8098/ms-information-assurance-cybersecurity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Florida International University,http://www.fiu.edu/,Florida,TRUE,FALSE,TRUE,FALSE,https://arc.fiu.edu/research/information-technology/cyber-security/,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,http://cyber.fiu.edu/academic-program/,FALSE,,FALSE,FALSE,,TRUE,https://www.cis.fiu.edu/academics/degrees/graduate/master-of-science-in-cybersecurity/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Florida State University,https://www.fsu.edu,Florida,TRUE,FALSE,TRUE,FALSE,https://cybersecurity.fsu.edu/research/,TRUE,http://www.cs.fsu.edu/academics/undergraduate-programs/undergraduate-course-descriptions/,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,TRUE,http://www.cs.fsu.edu/academics/graduate-programs/ms-in-computer-science/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nova Southeastern University,http://www.nova.edu,Florida,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,TRUE,http://cec.nova.edu/masters/msis/index.html,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Saint Leo University,http://www.saintleo.edu,Florida,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,http://www.saintleo.edu/academics/undergraduate/majors-minors/bs-cybersecurity.aspx,FALSE,TRUE,http://www.saintleo.edu/academics/undergraduate/majors-minors/minor-information-security.aspx,TRUE,http://www.saintleo.edu/academics/graduate/business/cybersecurity-masters-degree.aspx,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of Central Florida,http://www.ucf.edu/,Florida,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,http://cyber.cecs.ucf.edu/program/curriculum,FALSE,TRUE,http://catalog.ucf.edu/content/documents/programs/Secure_Computing_and_Networks_Minor.pdf,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of Florida,http://www.ufl.edu,Florida,FALSE,FALSE,TRUE,FALSE,http://fics-institute.org/,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of South Florida,http://www.usf.edu/,Florida,TRUE,FALSE,TRUE,FALSE,http://thefc2.org/research/index.aspx,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,TRUE,http://www.usf.edu/innovative-education/cybersecurity/masters-degree/index.aspx,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of West Florida,http://www.uwf.edu,Florida,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,http://uwf.edu/media/university-of-west-florida/colleges/cse/departments/computer-science/docs/BS-Cyber-Flowchart-2016-2017.pdf,FALSE,FALSE,,TRUE,http://uwf.edu/cse/departments/computer-science/graduate-programs/cybersecurity-msit/,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Armstrong State University,http://www.armstrong.edu,Georgia,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,,TRUE,https://www.armstrong.edu/academic-departments/cs-it-bachelor-information-technology,FALSE,,FALSE,,FALSE,TRUE,http://catalog.armstrong.edu/preview_program.php?catoid=9&poid=2054&returnto=478,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Augusta University,http://www.augusta.edu/,Georgia,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Columbus State University,http://www.columbusstate.edu/,Georgia,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Georgia Institute of Technology,http://www.gatech.edu,Georgia,FALSE,FALSE,TRUE,FALSE,https://iisp.gatech.edu/research,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Georgia Southern University,http://www.georgiasouthern.edu/,Georgia,,,,FALSE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,
Kennesaw State University,http://www.kennesaw.edu,Georgia,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Middle Georgia State University,http://www.mga.edu/,Georgia,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of North Georgia,http://www.ung.edu,Georgia,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of Hawaii - West Oahu,http://uhwo.hawaii.edu,Hawaii,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of Hawaii at Manoa,http://www.uhm.hawaii.edu,Hawaii,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of Hawaii - Maui,http://maui.hawaii.edu/,Hawaii,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,
Boise State University,http://coen.boisestate.edu,Idaho,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,
Idaho State University,http://security.isu.edu/,Idaho,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of Idaho,http://www.uidaho.edu/,Idaho,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DePaul University,http://www.depaul.edu,Illinois,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Illinois Institute of Technology,http://www.iit.edu/,Illinois,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Illinois State University,http://www.illinoisstate.edu,Illinois,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lewis University,http://www.lewisu.edu/,Illinois,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rose-Hulman Institute of Technology,https://www.rose.edu/,Illinois,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Southern Illinois University,http://siu.edu/,Illinois,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
University of Illinois at Springfield,http://www.uis.edu/,Illinois,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"University of Illinois, Urbana-Champaign",http://ciae.cs.uiuc.edu/,Illinois,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Indiana Tech,https://www.indianatech.edu/,Indiana,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Indiana University,http://www.cacr.iu.edu/,Indiana,TRUE,FALSE,TRUE,FALSE,https://cacr.iu.edu/,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Purdue University,http://www.cerias.purdue.edu/,Indiana,FALSE,FALSE,TRUE,FALSE,https://www.cerias.purdue.edu/,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Purdue University Northwest,http://www.purduecal.edu/,Indiana,TRUE,FALSE,FALSE,FALSE,https://centers.pnw.edu/cybersecurity/,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Iowa State University,http://www.iac.iastate.edu/,Iowa,TRUE,FALSE,TRUE,FALSE,http://www.iac.iastate.edu/s2erc/,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fort Hays State University,http://www.fhsu.edu/informatics/ia,Kansas,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kansas State University,http://www.ksu.edu/,Kansas,FALSE,FALSE,TRUE,FALSE,https://www.cs.ksu.edu/research/areas/cybersecurity,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
University of Kansas,http://cae.ittc.ku.edu/,Kansas,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Northern Kentucky University,http://www.nku.edu,Kentucky,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"University of Louisville, Kentucky",http://www.louisville.edu,Kentucky,TRUE,FALSE,FALSE,FALSE,http://cecs.louisville.edu/security/,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
